text,sentiment
Financial Technologies investors have a tough call to make,Hold
Force Motors Q3 net profit at Rs 9.99 crore,Hold
Fortis Healthcare December quarter profit at Rs 389.09 crore,Hold
Gammon India to issue Rs 100-crore debentures to promoters,Hold
"Get ready to test 8,650-8,700 on Nifty: Sandeep Wagle",Hold
Global design pact: IKEA to rope in NIFT students,Hold
"Gold steady near $1,160; US dollar, data in focus",Hold
Gopal Vittal to be managing director at Bharti Airtel,Hold
Government plans to curb RBI role in financial markets,Hold
Govt goes on hunt for a new FMC chief,Hold
Growth more promising in midsize IT companies: Deven Choksey,Buy
Has RIL turned the corner? Some analysts think so,Hold
Have stock-specific view on consumer durables space: Hemindra Hazari,Hold
HCL Q3 Results: Five things to watch out for,Hold
HDFC seeks to raise Rs 1000 crore via bonds,Hold
"Healing process continues, investors need to be patient: CLSA",Hold
Heard on the street: Dabba trading on Sebi radar,Hold
Heidelberg Cement India to raise Rs 370-cr through NCDs,Hold
Heritage Foods to reward shareholders with 1:1 bonus issue,Hold
Hero MotoCorp appoints Sanjay Jorapur as Chief HR Officer,Hold
IDBI looking at FPO to shore up capital base,Hold
IDFC ex-MD Nikhil Vora fund gets first mega investor,Hold
"IDFC to remain in 120-140 range, says Jagannadham Thunuguntla",Hold
IEA says oil supply boost may defer market tightening,Hold
Immediate support for rupee is placed at 55.10: Bonanza,Sell
"Immediate target for Nifty is 6230-6250: Sandeep Wagle, APTART",Hold
Indian markets not trading at cheap valuations: Anish Damania,Hold
"IndiGo set to launch Rs 2,500-crore initial public offering",Hold
Infosys' March guidance for next fiscal is very crucial,Hold
Infosys Q4 results: Five things to watch out for,Hold
Insecticides India's Q4 net profit at Rs 6.13 crore,Hold
"Investors on sidelines ahead of US holiday, ECB meeting",Hold
"IOC investor roadshows in Singapore, Hong Kong this week",Hold
Is this a good time to purchase gold jewellery?,Hold
"IT companies will continue to deliver, says Dipan Mehta",Buy
J P Chalasani joins Punj Lloyd as Group CEO,Hold
"Jindal Stainless rejig: Shareholders, creditors meet on May 16",Hold
Jupiter Infomedia to list on SME platform of BSE,Hold
Jyotivardhan Jaipuria leads exit of senior analysts at BofA-ML,Hold
K K Agarwal takes over as NTPC Regional ED,Hold
Kartik Kaushik to lead Citi India's consumer banking division,Hold
Keki Mistry joins advisory board of Cox & Kings,Hold
Komli Media CEO Prashant Mehta quits for personal reasons,Hold
L&T Finance case: Factorial says will cooperate with Sebi,Hold
"Larger companies reverse trend, beat SMEs in Q3 results",Buy
Legal tussle forces Sebi to re-think decision on self-regulation,Hold
Limited options in banking space to pick: Harendra Kumar,Hold
Lodha Developers gives guidance for debut US dollar bond,Hold
Look for levels around 6630-6640 on Nifty: Ashwani Gujral,Hold
Maharashtra say no to Bt cotton seed price hike,Hold
Manpasand Beverages plans IPO to raise Rs 500 crore,Hold
"March series may expire at 6,600-6,650: Vishal Kshatriya, Edelweiss",Hold
Marginal revision in Lupin's target price expected: Pankaj Pandey,Hold
Max Indias Vibha Paul Rishi decides to move on,Hold
Micromax rejigs management; ropes in Deepak Mehrotra as CEO,Hold
Mideast crude market rides out Iraq conflict for now,Hold
Moderate earnings expected for IT companies in Q3: Analysts,Hold
MRPL posts profit of Rs 260 cr in Q3,Hold
MSCI global indices may include Alibaba after investor queries,Hold
MT Educare IPO oversubscribed 1.22 times on day 2,Hold
"Munish Sharda appointed as Future Generali Life MD, CEO",Hold
Muthoot Fincorp announces its first public issue of NCDs,Hold
"Nagesh Basavanhalli to head India business of Fiat, Chrysler",Hold
Nasdaq to settle Facebook IPO lawsuit for $26.5 million,Hold
NCDEX seeks permission to do futures trading in sugar,Hold
New rules on delivery instruction slips from October: Sebi,Hold
"NHAI tax-free bond closes tomorrow, grab a share now",Hold
Nifty likely to revisit 7450-7500 support levels: Mitesh Thacker,Hold
"Nifty looks tightly range bound: Vineet Bhatnagar, MD, PhillipCapital",Hold
Nifty may take a breather around 6715-6750 this week,Hold
Nifty might retest earlier high of 7800: Mitesh Thacker,Hold
Nifty to test 6900 levels; top five trading strategies,Hold
"Nifty50 may not break 8,000 in hurry: Sandeep Wagle",Hold
Nikko reworks stake in Ambit Group JV to 51%,Hold
Nissan Motor India appoints Takayuki Ishida as new MD,Hold
Nita Ambani becomes first woman director on Reliance board,Hold
NMCE to launch select forward agri contracts this month,Hold
NMDC offers RINL ex-CMD AP Choudhary full-time advisor post,Hold
NMDC offers RINL's ex-CMD AP Choudhary full-time advisor's post,Hold
Noel N Tata takes over as chairman of Trent,Hold
Noel N Tata takes over as chairman of Trent,Hold
"Nomura neutral on YES Bank, target price at 380",Hold
Nomura's top five largecap picks in an uncertain market,Hold
NSE arm introduces acceptance of FDRs in electronic form,Hold
NSE expects 8-10 listings on institutional platform by March,Hold
NSE to launch trading in currency options on Friday,Hold
NSEL ties up with Tanfed to procure vegetables online,Hold
NSEL to rematerialise e-series contracts from April 12 onwards,Hold
"NYSE tests systems, to brief investors before Alibaba debut",Hold
OIL India is more sideways type stock: Ashwani Gujral,Hold
Oil marketing companies to procure Rs 97-crore litre ethanol,Hold
Oil steady around $114 as Iraq exports in focus,Hold
P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,Hold
P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,Hold
Panacea Biotec Q3 net profit at Rs 83 crore,Hold
"PE funds Multiples, IVFA eye stake in Dodsal Group",Hold
"PepsiCo India appoints new CEOs for beverages, foods businesses",Hold
Philippe Divry appointed as the MD of Volvo India,Hold
"Pipavav is steady: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd",Hold
Piramal Enterprises Q3 net profit at Rs 249 crore,Hold
Ponzi schemes: Sebi seeks quarterly meetings of state panels,Hold
Pre-market: Nifty seen opening flat; mat retest 8100 levels,Hold
"Pre-market: Nifty seen opening flat; may reclaim 7,550 levels",Hold
"Pre-market: Nifty seen opening flat; may reclaim 7,800 levels",Hold
Pricing power is the key in FMCG: Prateek Agarwal,Hold
Prism Cement Q1 net profit at Rs 13.24 crore,Hold
Private sector is more promising than PSU bank stocks,Hold
PTC India seeks shareholder nod to pay 22% dividend,Hold
Pyramid Saimira case: Sebi completes probe against five entities,Hold
R K Tewari takes charge as new CBDT Chairman,Hold
Rajiv Sawhney puts in papers as Mahindra Holiday CEO,Hold
RBI ensures resumptions of RTGS functions in bond trading,Hold
RBI is helping govt gold monetisation scheme take off,Hold
Recommend wait and watch for Reliance Communications: Deven Choksey,Hold
Recommend wait and watch for Sintex Industries: Deepak Shenoy,Hold
Re-emergence of equity investors in 2014: Baroda Pioneer MF,Hold
Reliance Industries continue to do reasonably fine: Amisha Vora,Hold
Reliance Industries may post a flat performance for Q1,Hold
Reliance will participate in a bigger way: Kunj Bansal,Hold
"Religare Capital Markets appoints head of institutional equities, India",Hold
Revise Tata Consultancy Services target to Rs 1152: Kotak,Hold
Rice bran oil set to smoke out olive oil,Buy
RINL IPO will depend on market conditions: Steel Secretary,Hold
Royal Exchange appoints Mukesh Malhotra as new group head,Hold
Rupee ends flat; Reserve Bank of India intervention seen,Hold
"Rupee snaps two-day fall as exporters, corporates sell dollars",Buy
Rupee will probably stabilised around 61-62 levels: Sudip Bandyopadhyay,Hold
Sanghvi Forgings lists at Rs 88 on the NSE,Hold
Santosh B Nayar new CEO & MD of IFCI,Hold
Santosh Nayar to be MD and CEO of IFCI,Hold
SAT to hear Alchemist Capital case on September 29,Hold
Satisfactory PAT nos from FMCG majors: Networth Stock Broking,Hold
SCA Hygiene India appoints Milind Pingle as Managing Director,Hold
Scenario for Rel Comm is range bound: Sanjeev Agarwal,Hold
Sebi announces new corporate governance norms; mutual fund policy,Hold
Sebi board approves sharing KYC details with financial regulators,Hold
Sebi clears amalgamation of Aarti Industries & promoter firms,Hold
Sebi collates KYC details of nearly two crore investors,Hold
SEBI enhances vigil for money laundering through stock market,Hold
Sebi mulls YieldCo listing norms in renewable funding push,Hold
Sebi notifies rules for using IPEF for refunding investors,Hold
Sebi orders attachment of demat a/c of MPS Greenery,Hold
"Sebi orders attachment of demat, bank accounts of defaulter",Hold
"Sebi proposes including family trusts, NBFCs in QIB segment",Hold
"Sebi proposes new title of ""vice-chairpersons"" for its members",Hold
"Sebi to fix strict enforcement timelines, focus on refund",Hold
Sebi to meet rating companies today for reality check,Hold
Sebi to revisit policy on proprietary trading by brokers,Hold
Sebi to soon notify norms to regulate research analysts,Hold
Sebi to study global systems to catch manipulators early,Hold
Sebi to tap social media for investor awareness campaigns,Hold
"Sebi wants young, high-earning worker pension money in MFs",Hold
Sectors that are likely to outperform in Samvat 2071,Hold
Selection panel for Sebi chief reset; PMO nominee included,Hold
Sennheiser appoints Gunjan Srivastava as MD for India operations,Hold
"Sensex may touch 22,000 level before general elections: Experts",Hold
"Sensex rangebound, retests 28000; top ten stocks in focus",Hold
"Sensex rangebound, trades below 26000; top 20 trading ideas",Hold
Sensex takes a breather; top ten stocks in focus,Hold
Sentimental impact coal pricing is inevitable: P Phani Sekhar,Hold
Servalakshmi Paper Ltd receives SEBI approval for its IPO,Hold
Sharekhan revises BASF India price target to Rs 586,Hold
"Snowman to be listed in 2014, says Gateway Distriparks",Hold
Soaring milk prices may become India Inc's latest bugbear,Hold
Spice exporters eye Vietnam for a steady pepper supply,Hold
"SREI Infra is moving sideways: Ashwani Gujral, Market Strategist",Sell
State government companies lure PFs with high-return bond issues,Hold
Stick to regional players in cement sector: Jagdish Malkani,Hold
Stock exchanges are fighting a global war for listings,Hold
Study company's management before buying infra stocks: Prashasta Seth,Hold
Submit associate member details by February-end: NSE to brokers,Hold
Sugar mills in Maharashtra can now expect saffron boons,Hold
Suven Life Sciences Q2 flat at Rs 25 crore,Hold
"Suzlon eyes Rs 10,000 crore LSE listing for arm",Hold
Sweet sugar turns bitter for mill owners in 2014,Sell
T K Sengupta takes over as Director of ONGC,Hold
"Tapering is bound to happen: IV Subramaniam, Quantum AMC",Hold
Tata Elxsi Q4 numbers justify its valuations: Prakash Diwan,Hold
Tata Power appoints Ashok S Sethi as Executive Director,Hold
Tata Steel to pay Rs 193.34 crore as bonus,Hold
"Tax gold imports, bond with NRIs and grow tomatoes",Hold
Technical snag at BSE; exchange looking into it: Official,Hold
Telenor promotes Indian executive Prasoon Sinha for global role,Hold
Ten-year T-yields to stay at 2.5-3%: Pimco Bill Gross,Hold
Ten-year T-yields to stay at 2.5-3%: Pimco's Bill Gross,Hold
Thermax posts Q4 net profit at Rs 126.50 cr,Hold
Time Technoplast is fairly valued at 71: Sudhir Nair,Hold
Timex posts Q4 net profit at Rs 2.47 crore,Hold
Tirupati gold set to be locked safely in PSBs,Hold
Top 10 luxurious types of coffee across the globe,Hold
Top five factors which are weighing on Indian markets,Hold
"Trimax IT Infrastructure plans IPO, files DRHP with SEBI",Hold
U K Sinha gets two-year extension as Sebi chief,Hold
UltraTech Cement allots 658 shares to employees under ESOP,Hold
Universal Commodity Exchange launch likely by Diwali: Ketan Sheth,Hold
US stocks end little changed before monthly jobs report,Hold
US-based CGAP elects Indian as Chairman of Executive Committee,Hold
Vipul Prakash to be Pepsi-Co marketing head in India,Hold
Vipul Prakash to be Pepsi-Co's marketing head in India,Hold
Visa Steel appoints Punkaj Kumar Bajaj as new CEO,Hold
Vishal Sikka to outline strategy at Infosys' Q2 results,Hold
VRL Logistics IPO subscribed 0.47 times on Day 1,Hold
VRL Logistics sets Rs 195-205 price band for IPO,Hold
Waiting for Nifty to move above 5570-5575: Mitesh Thacker,Hold
Wall Street finishes flat; deal news offsets housing data,Hold
"Wall Street is for sale, but is it cheap?",Hold
We retain our 'neutral' stand on Infosys: IIFL India,Hold
What analysts have to say about Infosys Q3 results,Hold
What brokerages have to say about the Adlabs IPO,Hold
What investors should expect from Axis Bank Q2 results,Hold
Why Hemang Jani is not bullish on banking stocks,Hold
World Gold Council organises forum to reform gold fix,Hold
Would look at shorting opportunities in banks: Mitesh Thacker,Hold
Yen broadly in line with Japan fundamentals: IMF Lipton,Hold
Yes Bank wrangle may be solved out of court,Hold
"Yuan firms for 4th week, crosses 200-day moving average",Hold
"Yuan flat, central bank signals stability with steady midpoint",Hold
"Yuan holds steady, seen capped at key 6.20/dollar level",Hold
"Yuan little changed on PBOC guidance, seen trading narrowly",Hold
1.3 lakh investors traded via mobiles on NSE in Q1,Hold
103 alter funds allowed to operate in Ind by Sebi,Hold
5 factors indicating the tide is turning for banking sector,Hold
Ace to launch direct delivery from sellers' location in Gujarat,Hold
Acropetal's Rs 170-cr IPO to hit market on Feb 21,Hold
Alibaba's record IPO covered entire deal in 2 days: Sources,Hold
Amara Raja posts 13% growth; market leader Exide slips 11%,Hold
"Amitabh Bachchan rings opening bell of BSE while promoting ""Yudh""",Hold
